typosquatting_perpetrator,typosquatting_target,repository,detected,,,,,,,,,,,,
3scale-client,3scale_client,rubygems,yes,,,,,,,,,,,,
apigee-cli,apigee_cli,rubygems,yes,,,,,,,,,,,,
asterisk_ari-client,asterisk-ari-client,rubygems,yes,,,,,,,,,,,,
capistrano_auth-subscriber,capistrano-auth-subscriber,rubygems,yes,,,,,,,,,,,,
apidone_client,apidone-client,rubygems,yes,,,,,,,,,,,,
applidget_oauth2,applidget-oauth2,rubygems,yes,,,,,,,,,,,,
capistrano_rails-subdir,capistrano-rails-subdir,rubygems,yes,,,,,,,,,,,,
apibanca_client,apibanca-client,rubygems,yes,,,,,,,,,,,,
a1409yo-health,a1409yo_health,rubygems,yes,,,,,,,,,,,,
acmesmith_designate,acmesmith-designate,rubygems,yes,,,,,,,,,,,,
a1408nw-Ounennhei,a1408nw_Ounennhei,rubygems,yes,,,,,,,,,,,,
abbreviated-methods,abbreviated_methods,rubygems,yes,,,,,,,,,,,,
acmesmith_ns1,acmesmith-ns1,rubygems,yes,,,,,,,,,,,,
aastra-xml_api,aastra_xml_api,rubygems,yes,,,,,,,,,,,,
a1447ll-hpbd,a1447ll_hpbd,rubygems,yes,,,,,,,,,,,,
act-as_enumerable,act_as_enumerable,rubygems,yes,,,,,,,,,,,,
acme_smileage,acme-smileage,rubygems,yes,,,,,,,,,,,,
a15z8my-name,a15z8my_name,rubygems,yes,,,,,,,,,,,,
action-meta_tags,action_meta_tags,rubygems,yes,,,,,,,,,,,,
act-as_time_as_boolean,act_as_time_as_boolean,rubygems,yes,,,,,,,,,,,,
abstract-api_wrapper,abstract_api_wrapper,rubygems,yes,,,,,,,,,,,,
acme_pki,acme-pki,rubygems,yes,,,,,,,,,,,,
acmesmith_verisign,acmesmith-verisign,rubygems,yes,,,,,,,,,,,,
abiquo_api,abiquo-api,rubygems,yes,,,,,,,,,,,,
acmesmith_google-cloud-dns,acmesmith-google-cloud-dns,rubygems,yes,,,,,,,,,,,,
acmesmith_google-cloud-storage,acmesmith-google-cloud-storage,rubygems,yes,,,,,,,,,,,,
active-merchant-mollie,active_merchant_mollie,rubygems,yes,,,,,,,,,,,,
rack_envinspector,rack-envinspector,rubygems,yes,,,,,,,,,,,,
edmunds-vin,edmunds_vin,rubygems,yes,,,,,,,,,,,,
deriving-license,deriving_license,rubygems,yes,,,,,,,,,,,,
comic-vine,comicvine,rubygems,yes,,,,,,,,,,,,
act-as_nameable,act_as_nameable,rubygems,yes,,,,,,,,,,,,
a15666011-konagayoshi,a15666011_konagayoshi,rubygems,yes,,,,,,,,,,,,
rails_test-serving,rails-test-serving,rubygems,yes,,,,,,,,,,,,
a1548sy-yamamoto,a1548sy_yamamoto,rubygems,yes,,,,,,,,,,,,
seeing-is_believing,seeing_is_believing,rubygems,yes,,,,,,,,,,,,
a1539kh-calculator,a1539kh_calculator,rubygems,yes,,,,,,,,,,,,
omniauth_marvin,omniauth-marvin,rubygems,yes,,,,,,,,,,,,
acme-base64-hexagrams,acme-base64_hexagrams,rubygems,yes,,,,,,,,,,,,
twitter_vine,twitter-vine,rubygems,yes,,,,,,,,,,,,
aai10_mechanize,aai10-mechanize,rubygems,yes,,,,,,,,,,,,
1-as_identity_function,1_as_identity_function,rubygems,yes,,,,,,,,,,,,
em_synchrony-dataone-vin,em-synchrony-dataone-vin,rubygems,yes,,,,,,,,,,,,
divining-rod,divining_rod,rubygems,yes,,,,,,,,,,,,
moving-images,moving_images,rubygems,yes,,,,,,,,,,,,
a-stupid_test_gem,a_stupid_test_gem,rubygems,yes,,,,,,,,,,,,
jmcnevin-rghost-barcode,jmcnevin-rghost_barcode,rubygems,yes,,,,,,,,,,,,
a1426kt-prime-number,a1426kt_prime_number,rubygems,yes,,,,,,,,,,,,
3scale-time_range,3scale_time_range,rubygems,yes,,,,,,,,,,,,
a1521hk-minitest_practice,a1521hk_minitest_practice,rubygems,yes,,,,,,,,,,,,
a1426kt-prime_number,a1426kt_prime_number,rubygems,yes,,,,,,,,,,,,
aastra-xml-api,aastra_xml_api,rubygems,yes,,,,,,,,,,,,
acme_heisenberg,acme-heisenberg,rubygems,yes,,,,,,,,,,,,
acme_bleach,acme-bleach,rubygems,yes,,,,,,,,,,,,
absa_notify-me,absa-notify-me,rubygems,yes,,,,,,,,,,,,
vagrant_hvinfo,vagrant-hvinfo,rubygems,yes,,,,,,,,,,,,
